"","seconds","diff","GameID","quarter","event"
"6466",537,-9,20,4,"a free throw 2 of 2 made"
"6467",533,-9,20,4,"a foul"
"6468",516,-9,20,4,"h 3 missed"
"6469",516,-9,20,4,"a rebound defensive"
"6470",502,-12,20,4,"a 3 made"
"6471",479,-9,20,4,"h 3 made"
"6472",475,-9,20,4,"a timeOut"
"6473",463,-9,20,4,"a 3 missed"
"6474",463,-9,20,4,"a rebound offensive"
"6475",455,-9,20,4,"a 3 missed"
"6476",455,-9,20,4,"a rebound offensive"
"6477",449,-9,20,4,"h foul"
"6478",446,-9,20,4,"a turnover"
"6479",439,-9,20,4,"a rebound defensive"
"6480",439,-9,20,4,"h rebound defensive"
"6481",439,-9,20,4,"h turnover"
"6482",439,-11,20,4,"a 2 made"
"6483",360,-11,20,4,"h timeOut"
"6484",360,-11,20,4,"a foul"
"6485",358,-9,20,4,"h 2 made"
"6486",350,-9,20,4,"h foul"
"6487",348,-11,20,4,"a 2 made"
"6488",322,-11,20,4,"h 3 missed"
"6489",322,-11,20,4,"a rebound defensive"
"6490",314,-13,20,4,"a 2 made"
"6491",314,-13,20,4,"a foul"
"6492",314,-13,20,4,"h foul"
"6493",314,-13,20,4,"a free throw 1 of 1 missed"
"6494",314,-13,20,4,"a rebound offensive"
"6495",313,-15,20,4,"a 2 made"
"6496",293,-15,20,4,"h 3 missed"
"6497",293,-15,20,4,"a rebound defensive"
"6498",287,-17,20,4,"a 2 made"
"6499",283,-17,20,4,"h timeOut"
"6500",275,-20,20,4,"a 3 made"
"6501",258,-20,20,4,"h turnover"
"6502",247,-20,20,4,"a 3 missed"
"6503",247,-20,20,4,"h rebound defensive"
"6504",232,-18,20,4,"h 2 made"
"6505",219,-18,20,4,"a 2 missed"
"6506",219,-18,20,4,"h rebound defensive"
"6507",211,-18,20,4,"h 2 missed"
"6508",211,-18,20,4,"h rebound offensive"
"6509",201,-16,20,4,"h 2 made"
"6510",201,-16,20,4,"a timeOut"
"6511",192,-19,20,4,"a 3 made"
"6512",177,-16,20,4,"h 3 made"
"6513",155,-16,20,4,"h foul"
"6514",155,-17,20,4,"a free throw 1 of 2 made"
"6515",155,-18,20,4,"a free throw 2 of 2 made"
"6516",155,-18,20,4,"h turnover"
"6517",140,-18,20,4,"h rebound defensive"
"6518",131,-15,20,4,"h 3 made"
"6519",116,-15,20,4,"a turnover"
"6520",104,-15,20,4,"h turnover"
"6521",99,-17,20,4,"a 2 made"
"6522",99,-17,20,4,"h foul"
"6523",99,-17,20,4,"a foul"
"6524",99,-17,20,4,"a free throw 1 of 1 missed"
"6525",99,-17,20,4,"h rebound defensive"
"6526",78,-17,20,4,"h 3 missed"
"6527",78,-17,20,4,"a rebound defensive"
"6528",69,-19,20,4,"a 2 made"
"6529",57,-19,20,4,"a foul"
"6530",57,-18,20,4,"h free throw 1 of 2 made"
"6531",57,-17,20,4,"h free throw 2 of 2 made"
"6532",43,-17,20,4,"a 3 missed"
"6533",43,-17,20,4,"h rebound defensive"
"6534",35,-17,20,4,"a foul"
"6535",22,-17,20,4,"h 3 missed"
"6536",22,-17,20,4,"a rebound defensive"
"6537",600,0,21,1,"h jump ball  won"
"6538",592,3,21,1,"h 3 made"
"6539",571,3,21,1,"a 3 missed"
"6540",571,3,21,1,"a rebound offensive"
"6541",566,3,21,1,"a 2 missed"
"6542",566,3,21,1,"h rebound defensive"
"6543",553,3,21,1,"h 2 missed"
"6544",553,3,21,1,"a rebound defensive"
"6545",532,3,21,1,"a 3 missed"
"6546",532,3,21,1,"h rebound defensive"
"6547",519,3,21,1,"a foul"
"6548",519,3,21,1,"h free throw 1 of 2 missed"
"6549",519,4,21,1,"h free throw 2 of 2 made"
"6550",501,2,21,1,"a 2 made"
"6551",484,4,21,1,"h 2 made"
"6552",466,4,21,1,"a turnover"
"6553",462,4,21,1,"h turnover"
"6554",445,4,21,1,"a 2 missed"
"6555",445,4,21,1,"h rebound defensive"
"6556",426,7,21,1,"h 3 made"
"6557",403,7,21,1,"h foul"
"6558",392,4,21,1,"a 3 made"
"6559",372,6,21,1,"h 2 made"
"6560",347,6,21,1,"a 3 missed"
"6561",347,6,21,1,"h rebound defensive"
"6562",335,6,21,1,"h turnover"
"6563",320,3,21,1,"a 3 made"
"6564",294,6,21,1,"h 3 made"
"6565",274,6,21,1,"a turnover"
"6566",266,8,21,1,"h 2 made"
"6567",250,5,21,1,"a 3 made"
"6568",216,5,21,1,"h turnover"
"6569",216,5,21,1,"h foul"
"6570",216,3,21,1,"a 2 made"
"6571",216,3,21,1,"h turnover"
"6572",204,3,21,1,"a 2 missed"
"6573",204,3,21,1,"h rebound defensive"
"6574",184,3,21,1,"a foul"
"6575",170,3,21,1,"a rebound defensive"
"6576",152,3,21,1,"a turnover"
"6577",144,3,21,1,"h 3 missed"
"6578",144,3,21,1,"a rebound defensive"
"6579",123,1,21,1,"a 2 made"
"6580",119,3,21,1,"h 2 made"
"6581",119,3,21,1,"a foul"
"6582",119,3,21,1,"h free throw 1 of 1 missed"
"6583",103,3,21,1,"h 2 missed"
"6584",103,3,21,1,"h rebound offensive"
"6585",97,3,21,1,"h 2 missed"
"6586",97,3,21,1,"a rebound defensive"
"6587",76,3,21,1,"a 3 missed"
"6588",76,3,21,1,"h rebound defensive"
"6589",74,3,21,1,"h timeOut"
"6590",55,3,21,1,"h 3 missed"
"6591",55,3,21,1,"a rebound defensive"
"6592",33,3,21,1,"a 3 missed"
"6593",33,3,21,1,"a rebound offensive"
"6594",27,3,21,1,"h foul"
"6595",18,3,21,1,"a 3 missed"
"6596",18,3,21,1,"h rebound defensive"
"6597",5,3,21,1,"h 2 missed"
"6598",5,3,21,1,"a rebound defensive"
"6599",1,3,21,1,"a 3 missed"
"6600",588,3,21,2,"a 2 missed"
"6601",588,3,21,2,"h rebound defensive"
"6602",571,3,21,2,"a foul"
"6603",571,4,21,2,"h free throw 1 of 2 made"
"6604",571,4,21,2,"h free throw 2 of 2 missed"
"6605",571,4,21,2,"h rebound offensive"
"6606",567,6,21,2,"h 2 made"
"6607",551,6,21,2,"a 3 missed"
"6608",551,6,21,2,"h rebound defensive"
"6609",526,6,21,2,"h rebound offensive"
"6610",526,6,21,2,"h rebound offensive"
"6611",511,6,21,2,"h 2 missed"
"6612",511,6,21,2,"a rebound defensive"
"6613",496,4,21,2,"a 2 made"
"6614",496,4,21,2,"a foul"
"6615",496,4,21,2,"h foul"
"6616",496,3,21,2,"a free throw 1 of 1 made"
"6617",492,3,21,2,"h 2 missed"
"6618",492,3,21,2,"h rebound offensive"
"6619",481,3,21,2,"h 2 missed"
"6620",481,3,21,2,"h rebound offensive"
"6621",477,3,21,2,"a foul"
"6622",471,3,21,2,"h 3 missed"
"6623",471,3,21,2,"a rebound defensive"
"6624",448,3,21,2,"a turnover"
"6625",437,3,21,2,"h 3 missed"
"6626",437,3,21,2,"h rebound offensive"
"6627",431,3,21,2,"h 3 missed"
"6628",431,3,21,2,"a rebound defensive"
"6629",416,3,21,2,"a 2 missed"
"6630",416,3,21,2,"h rebound defensive"
"6631",411,5,21,2,"h 2 made"
"6632",404,5,21,2,"h foul"
"6633",385,3,21,2,"a 2 made"
"6634",355,3,21,2,"h turnover"
"6635",338,3,21,2,"a 3 missed"
"6636",338,3,21,2,"h rebound defensive"
"6637",323,3,21,2,"h turnover"
"6638",322,3,21,2,"a timeOut"
"6639",303,3,21,2,"a 2 missed"
"6640",303,3,21,2,"h rebound defensive"
"6641",300,3,21,2,"a foul"
"6642",284,5,21,2,"h 2 made"
"6643",255,3,21,2,"a 2 made"
"6644",248,3,21,2,"a foul"
"6645",248,4,21,2,"h free throw 1 of 2 made"
"6646",248,5,21,2,"h free throw 2 of 2 made"
"6647",230,2,21,2,"a 3 made"
"6648",217,4,21,2,"h 2 made"
"6649",217,4,21,2,"a foul"
"6650",217,4,21,2,"h foul"
"6651",217,4,21,2,"h free throw 1 of 1 missed"
"6652",217,4,21,2,"a rebound defensive"
"6653",205,4,21,2,"a turnover"
"6654",200,4,21,2,"h 2 missed"
"6655",200,4,21,2,"a rebound defensive"
"6656",184,4,21,2,"a 3 missed"
"6657",184,4,21,2,"h rebound defensive"
"6658",162,7,21,2,"h 3 made"
"6659",128,7,21,2,"a timeOut"
"6660",120,7,21,2,"a turnover"
"6661",120,9,21,2,"h 2 made"
"6662",103,9,21,2,"a 2 missed"
"6663",103,9,21,2,"h rebound defensive"
"6664",95,9,21,2,"h 3 missed"
"6665",95,9,21,2,"a rebound defensive"
"6666",80,9,21,2,"h foul"
"6667",80,9,21,2,"a free throw 1 of 3 missed"
"6668",80,8,21,2,"a free throw 2 of 3 made"
"6669",80,8,21,2,"a free throw 3 of 3 missed"
"6670",80,8,21,2,"h rebound defensive"
"6671",65,8,21,2,"h turnover"
"6672",49,8,21,2,"a 2 missed"
"6673",49,8,21,2,"h rebound defensive"
"6674",45,8,21,2,"h timeOut"
"6675",26,8,21,2,"h 2 missed"
"6676",26,8,21,2,"a rebound defensive"
"6677",25,8,21,2,"a turnover"
"6678",2,8,21,2,"h 2 missed"
"6679",2,8,21,2,"h rebound offensive"
"6680",1,8,21,2,"a foul"
"6681",1,9,21,2,"h free throw 1 of 2 made"
"6682",1,10,21,2,"h free throw 2 of 2 made"
"6683",581,10,21,3,"h 3 missed"
"6684",581,10,21,3,"a rebound defensive"
"6685",560,10,21,3,"a turnover"
"6686",545,10,21,3,"h 2 missed"
"6687",545,10,21,3,"h rebound offensive"
"6688",537,10,21,3,"h 2 missed"
"6689",537,10,21,3,"h rebound offensive"
"6690",527,12,21,3,"h 2 made"
"6691",507,12,21,3,"h foul"
"6692",507,12,21,3,"a free throw 1 of 2 missed"
"6693",507,11,21,3,"a free throw 2 of 2 made"
"6694",503,13,21,3,"h 2 made"
"6695",487,13,21,3,"a turnover"
"6696",482,15,21,3,"h 2 made"
"6697",467,15,21,3,"h foul"
"6698",467,14,21,3,"a free throw 1 of 2 made"
"6699",467,13,21,3,"a free throw 2 of 2 made"
"6700",436,13,21,3,"h 3 missed"
"6701",436,13,21,3,"a rebound defensive"
"6702",434,13,21,3,"h foul"
"6703",424,13,21,3,"a turnover"
"6704",405,13,21,3,"a foul"
"6705",405,13,21,3,"h free throw 1 of 2 missed"
"6706",405,14,21,3,"h free throw 2 of 2 made"
"6707",381,14,21,3,"a turnover"
"6708",376,14,21,3,"h turnover"
"6709",372,12,21,3,"a 2 made"
"6710",357,12,21,3,"h 2 missed"
"6711",357,12,21,3,"a rebound defensive"
"6712",345,12,21,3,"a turnover"
"6713",343,14,21,3,"h 2 made"
"6714",343,14,21,3,"a turnover"
"6715",343,16,21,3,"h 2 made"
"6716",343,16,21,3,"a turnover"
"6717",267,16,21,3,"h 2 missed"
"6718",267,16,21,3,"h rebound offensive"
"6719",267,19,21,3,"h 3 made"
"6720",234,19,21,3,"h foul"
"6721",223,19,21,3,"a turnover"
"6722",217,19,21,3,"a foul"
"6723",210,22,21,3,"h 3 made"
"6724",192,22,21,3,"a turnover"
"6725",187,22,21,3,"h 2 missed"
"6726",187,22,21,3,"a rebound defensive"
"6727",180,22,21,3,"h foul"
"6728",180,22,21,3,"a free throw 1 of 2 missed"
"6729",180,21,21,3,"a free throw 2 of 2 made"
"6730",169,21,21,3,"a foul"
"6731",169,22,21,3,"h free throw 1 of 3 made"
"6732",169,23,21,3,"h free throw 2 of 3 made"
"6733",169,23,21,3,"h free throw 3 of 3 missed"
"6734",169,23,21,3,"h rebound offensive"
"6735",159,23,21,3,"h turnover"
"6736",142,23,21,3,"a 3 missed"
"6737",142,23,21,3,"a rebound offensive"
"6738",140,23,21,3,"h foul"
"6739",140,22,21,3,"a free throw 1 of 2 made"
"6740",140,21,21,3,"a free throw 2 of 2 made"
"6741",119,21,21,3,"a foul"
"6742",119,21,21,3,"h free throw 1 of 2 missed"
"6743",119,22,21,3,"h free throw 2 of 2 made"
"6744",100,19,21,3,"a 3 made"
"6745",92,19,21,3,"h 3 missed"
"6746",92,19,21,3,"a rebound defensive"
"6747",74,19,21,3,"a 3 missed"
"6748",74,19,21,3,"h rebound defensive"
"6749",74,19,21,3,"h timeOut"
"6750",56,19,21,3,"h 2 missed"
"6751",56,19,21,3,"a rebound defensive"
"6752",50,17,21,3,"a 2 made"
"6753",34,17,21,3,"h turnover"
"6754",21,14,21,3,"a 3 made"
"6755",3,17,21,3,"h 3 made"
"6756",585,17,21,4,"a 3 missed"
"6757",585,17,21,4,"a rebound offensive"
"6758",584,17,21,4,"a foul"
"6759",570,19,21,4,"h 2 made"
"6760",551,19,21,4,"a turnover"
"6761",550,19,21,4,"a foul"
"6762",546,19,21,4,"h turnover"
"6763",543,19,21,4,"h foul"
"6764",543,18,21,4,"a free throw 1 of 2 made"
"6765",543,18,21,4,"a free throw 2 of 2 missed"
"6766",543,18,21,4,"h rebound defensive"
"6767",527,20,21,4,"h 2 made"
"6768",517,20,21,4,"h foul"
"6769",517,19,21,4,"a free throw 1 of 3 made"
"6770",517,18,21,4,"a free throw 2 of 3 made"
"6771",517,17,21,4,"a free throw 3 of 3 made"
"6772",487,17,21,4,"h 3 missed"
"6773",487,17,21,4,"h rebound offensive"
"6774",484,19,21,4,"h 2 made"
"6775",470,19,21,4,"a turnover"
"6776",470,19,21,4,"a turnover"
"6777",464,21,21,4,"h 2 made"
"6778",449,21,21,4,"a 3 missed"
"6779",449,21,21,4,"a rebound offensive"
"6780",448,21,21,4,"h foul"
"6781",436,21,21,4,"h foul"
"6782",436,20,21,4,"a free throw 1 of 2 made"
"6783",436,20,21,4,"a free throw 2 of 2 missed"
"6784",436,20,21,4,"a rebound offensive"
"6785",422,20,21,4,"a turnover"
"6786",407,20,21,4,"h 3 missed"
"6787",407,20,21,4,"a rebound defensive"
"6788",390,20,21,4,"a 3 missed"
"6789",390,20,21,4,"h rebound defensive"
"6790",380,20,21,4,"a foul"
"6791",380,20,21,4,"h free throw 1 of 2 missed"
"6792",380,20,21,4,"h free throw 2 of 2 missed"
"6793",380,20,21,4,"a rebound defensive"
"6794",362,18,21,4,"a 2 made"
"6795",341,21,21,4,"h 3 made"
"6796",322,21,21,4,"a turnover"
"6797",319,23,21,4,"h 2 made"
"6798",319,23,21,4,"a timeOut"
"6799",319,23,21,4,"a timeOut"
"6800",296,23,21,4,"a 3 missed"
"6801",296,23,21,4,"h rebound defensive"
"6802",276,23,21,4,"h turnover"
"6803",269,23,21,4,"a 3 missed"
"6804",269,23,21,4,"a rebound offensive"
"6805",264,23,21,4,"a 3 missed"
"6806",264,23,21,4,"h rebound defensive"
"6807",242,23,21,4,"a foul"
"6808",242,24,21,4,"h free throw 1 of 2 made"
"6809",242,24,21,4,"h free throw 2 of 2 missed"
"6810",242,24,21,4,"a rebound defensive"
"6811",229,24,21,4,"a 3 missed"
"6812",229,24,21,4,"h rebound defensive"
"6813",216,24,21,4,"h 3 missed"
"6814",216,24,21,4,"a rebound defensive"
"6815",199,24,21,4,"h foul"
"6816",199,23,21,4,"a free throw 1 of 2 made"
"6817",199,22,21,4,"a free throw 2 of 2 made"
"6818",173,22,21,4,"h 3 missed"
"6819",173,22,21,4,"a rebound defensive"
"6820",159,22,21,4,"h foul"
"6821",159,21,21,4,"a free throw 1 of 2 made"
"6822",159,20,21,4,"a free throw 2 of 2 made"
"6823",150,20,21,4,"h turnover"
"6824",144,18,21,4,"a 2 made"
"6825",121,20,21,4,"h 2 made"
"6826",103,20,21,4,"a 2 missed"
"6827",103,20,21,4,"h rebound defensive"
"6828",82,20,21,4,"h 2 missed"
"6829",82,20,21,4,"a rebound defensive"
"6830",69,20,21,4,"a 3 missed"
"6831",69,20,21,4,"h rebound defensive"
"6832",54,22,21,4,"h 2 made"
"6833",34,22,21,4,"a turnover"
"6834",32,22,21,4,"a foul"
"6835",32,23,21,4,"h free throw 1 of 2 made"
"6836",32,24,21,4,"h free throw 2 of 2 made"
"6837",13,24,21,4,"a 3 missed"
"6838",13,24,21,4,"a rebound offensive"
"6839",5,24,21,4,"a 2 missed"
"6840",5,24,21,4,"a rebound offensive"
"6841",600,0,22,1,"h jump ball  won"
"6842",584,2,22,1,"h 2 made"
"6843",575,0,22,1,"a 2 made"
"6844",565,0,22,1,"h turnover"
"6845",559,0,22,1,"a 2 missed"
"6846",559,0,22,1,"h rebound defensive"
"6847",547,0,22,1,"h turnover"
"6848",535,0,22,1,"a 3 missed"
"6849",535,0,22,1,"h rebound defensive"
"6850",529,3,22,1,"h 3 made"
"6851",522,3,22,1,"h 3 missed"
"6852",522,3,22,1,"h rebound offensive"
"6853",514,3,22,1,"h turnover"
"6854",503,3,22,1,"a 2 missed"
"6855",503,3,22,1,"h rebound defensive"
"6856",488,3,22,1,"a foul"
"6857",488,6,22,1,"h 3 made"
"6858",481,4,22,1,"a 2 made"
"6859",462,4,22,1,"h 3 missed"
"6860",462,4,22,1,"a rebound defensive"
"6861",432,4,22,1,"a 3 missed"
"6862",432,4,22,1,"h rebound defensive"
"6863",415,7,22,1,"h 3 made"
"6864",392,7,22,1,"a 3 missed"
"6865",392,7,22,1,"a rebound offensive"
"6866",373,7,22,1,"h foul"
"6867",364,7,22,1,"a 2 missed"
"6868",364,7,22,1,"a rebound offensive"
"6869",364,7,22,1,"a turnover"
"6870",358,7,22,1,"h turnover"
"6871",340,7,22,1,"h foul"
"6872",332,5,22,1,"a 2 made"
"6873",312,8,22,1,"h 3 made"
"6874",297,5,22,1,"a 3 made"
"6875",284,5,22,1,"h 3 missed"
"6876",284,5,22,1,"a rebound defensive"
"6877",269,5,22,1,"a 3 missed"
"6878",269,5,22,1,"h rebound defensive"
"6879",261,5,22,1,"h 2 missed"
"6880",261,5,22,1,"a rebound defensive"
"6881",255,5,22,1,"h foul"
"6882",240,5,22,1,"h foul"
"6883",240,5,22,1,"a free throw 1 of 2 missed"
"6884",240,5,22,1,"a free throw 2 of 2 missed"
"6885",240,5,22,1,"h rebound defensive"
"6886",233,5,22,1,"h 3 missed"
"6887",233,5,22,1,"a rebound defensive"
"6888",233,5,22,1,"h foul"
"6889",233,5,22,1,"a free throw 1 of 1 missed"
"6890",223,5,22,1,"a 3 missed"
"6891",223,5,22,1,"a rebound offensive"
"6892",218,5,22,1,"a turnover"
"6893",197,5,22,1,"h 3 missed"
"6894",197,5,22,1,"h rebound offensive"
"6895",191,8,22,1,"h 3 made"
"6896",180,6,22,1,"a 2 made"
"6897",165,9,22,1,"h 3 made"
"6898",136,9,22,1,"a turnover"
"6899",125,9,22,1,"a foul"
"6900",125,10,22,1,"h free throw 1 of 2 made"
"6901",125,11,22,1,"h free throw 2 of 2 made"
"6902",118,11,22,1,"h foul"
"6903",118,11,22,1,"a free throw 1 of 2 missed"
"6904",118,11,22,1,"a free throw 2 of 2 missed"
"6905",118,11,22,1,"a rebound offensive"
"6906",105,8,22,1,"a 3 made"
"6907",94,8,22,1,"h 3 missed"
"6908",94,8,22,1,"a rebound defensive"
"6909",83,8,22,1,"a 2 missed"
"6910",83,8,22,1,"h rebound defensive"
"6911",72,11,22,1,"h 3 made"
"6912",58,11,22,1,"h foul"
"6913",58,11,22,1,"a free throw 1 of 2 missed"
"6914",58,11,22,1,"a free throw 2 of 2 missed"
"6915",58,11,22,1,"h rebound defensive"
"6916",36,13,22,1,"h 2 made"
"6917",11,13,22,1,"a 2 missed"
"6918",11,13,22,1,"h rebound defensive"
"6919",1,15,22,1,"h 2 made"
"6920",1,15,22,1,"h foul"
"6921",1,15,22,1,"a foul"
"6922",1,16,22,1,"h free throw 1 of 1 made"
"6923",576,16,22,2,"a 2 missed"
"6924",576,16,22,2,"h rebound defensive"
"6925",565,16,22,2,"h 2 missed"
"6926",565,16,22,2,"a rebound defensive"
"6927",559,16,22,2,"h foul"
"6928",554,16,22,2,"a 2 missed"
"6929",554,16,22,2,"h rebound defensive"
"6930",549,16,22,2,"h turnover"
"6931",543,16,22,2,"a foul"
"6932",532,16,22,2,"a foul"
"6933",532,17,22,2,"h free throw 1 of 2 made"
"6934",532,18,22,2,"h free throw 2 of 2 made"
"6935",513,18,22,2,"a turnover"
"6936",498,18,22,2,"h 3 missed"
"6937",498,18,22,2,"a rebound defensive"
"6938",486,18,22,2,"a turnover"
"6939",480,18,22,2,"h 2 missed"
"6940",480,18,22,2,"a rebound defensive"
"6941",475,18,22,2,"h foul"
"6942",475,17,22,2,"a free throw 1 of 2 made"
"6943",475,16,22,2,"a free throw 2 of 2 made"
"6944",451,18,22,2,"h 2 made"
"6945",424,16,22,2,"a 2 made"
"6946",418,18,22,2,"h 2 made"
"6947",404,18,22,2,"a 3 missed"
"6948",404,18,22,2,"a rebound offensive"
"6949",390,18,22,2,"a 3 missed"
"6950",390,18,22,2,"h rebound defensive"
"6951",376,20,22,2,"h 2 made"
"6952",354,20,22,2,"h foul"
"6953",330,20,22,2,"a turnover"
"6954",311,20,22,2,"h turnover"
"6955",298,18,22,2,"a 2 made"
"6956",288,18,22,2,"a foul"
"6957",288,19,22,2,"h free throw 2 of 2 made"
"6958",288,20,22,2,"h free throw 1 of 2 made"
"6959",266,17,22,2,"a 3 made"
"6960",252,17,22,2,"h 2 missed"
"6961",252,17,22,2,"a rebound defensive"
"6962",244,17,22,2,"a turnover"
"6963",223,17,22,2,"h 3 missed"
"6964",223,17,22,2,"a rebound defensive"
"6965",200,17,22,2,"a 3 missed"
"6966",200,17,22,2,"a rebound offensive"
"6967",193,17,22,2,"h foul"
"6968",193,16,22,2,"a free throw 1 of 2 made"
"6969",193,16,22,2,"a free throw 2 of 2 missed"
"6970",193,16,22,2,"h rebound defensive"
"6971",187,16,22,2,"a foul"
"6972",178,16,22,2,"h turnover"
"6973",169,16,22,2,"a foul"
"6974",156,16,22,2,"h 3 missed"
"6975",156,16,22,2,"a rebound defensive"
"6976",143,16,22,2,"a 3 missed"
"6977",143,16,22,2,"h rebound defensive"
"6978",137,16,22,2,"h turnover"
"6979",123,16,22,2,"a 2 missed"
"6980",123,16,22,2,"a rebound offensive"
"6981",113,16,22,2,"a 2 missed"
"6982",113,16,22,2,"h rebound defensive"
"6983",106,16,22,2,"a foul"
"6984",106,17,22,2,"h free throw 1 of 2 made"
"6985",106,18,22,2,"h free throw 2 of 2 made"
"6986",101,18,22,2,"a turnover"
"6987",94,20,22,2,"h 2 made"
"6988",86,20,22,2,"h foul"
"6989",86,19,22,2,"a free throw 1 of 2 made"
"6990",86,18,22,2,"a free throw 2 of 2 made"
"6991",60,18,22,2,"h 2 missed"
"6992",60,18,22,2,"a rebound defensive"
"6993",52,18,22,2,"a 3 missed"
"6994",52,18,22,2,"h rebound defensive"
"6995",44,20,22,2,"h 2 made"
"6996",21,20,22,2,"a 2 missed"
"6997",21,20,22,2,"h rebound defensive"
"6998",11,20,22,2,"h 3 missed"
"6999",11,20,22,2,"a rebound defensive"
"7000",6,20,22,2,"a turnover"
"7001",1,22,22,2,"h 2 made"
"7002",592,22,22,3,"a 3 missed"
"7003",592,22,22,3,"h rebound defensive"
"7004",575,22,22,3,"h 3 missed"
"7005",575,22,22,3,"a rebound defensive"
"7006",563,22,22,3,"a 3 missed"
"7007",563,22,22,3,"h rebound defensive"
"7008",530,22,22,3,"h 3 missed"
"7009",530,22,22,3,"a rebound defensive"
"7010",519,22,22,3,"a 2 missed"
"7011",519,22,22,3,"h rebound defensive"
"7012",509,22,22,3,"h 3 missed"
"7013",509,22,22,3,"a rebound defensive"
"7014",498,22,22,3,"a 2 missed"
"7015",498,22,22,3,"h rebound defensive"
"7016",498,22,22,3,"h foul"
"7017",498,22,22,3,"h 3 missed"
"7018",498,22,22,3,"a rebound defensive"
"7019",491,22,22,3,"a 2 missed"
"7020",491,22,22,3,"h rebound defensive"
"7021",485,22,22,3,"h turnover"
"7022",485,22,22,3,"h foul"
"7023",485,21,22,3,"a free throw 1 of 2 made"
"7024",485,20,22,3,"a free throw 2 of 2 made"
"7025",470,20,22,3,"a foul"
"7026",470,21,22,3,"h free throw 1 of 2 made"
"7027",470,22,22,3,"h free throw 2 of 2 made"
"7028",452,22,22,3,"h foul"
"7029",452,22,22,3,"a free throw 1 of 2 missed"
"7030",452,22,22,3,"a free throw 2 of 2 missed"
"7031",452,22,22,3,"a rebound offensive"
"7032",444,22,22,3,"h rebound defensive"
"7033",427,22,22,3,"h 3 missed"
"7034",427,22,22,3,"a rebound defensive"
"7035",419,22,22,3,"a turnover"
"7036",406,24,22,3,"h 2 made"
"7037",378,24,22,3,"a 2 missed"
"7038",378,24,22,3,"a rebound offensive"
"7039",378,22,22,3,"a 2 made"
"7040",371,22,22,3,"h turnover"
"7041",359,22,22,3,"a 3 missed"
"7042",359,22,22,3,"h rebound defensive"
"7043",357,22,22,3,"a foul"
"7044",349,22,22,3,"a foul"
"7045",343,24,22,3,"h 2 made"
"7046",332,24,22,3,"h foul"
"7047",332,23,22,3,"a free throw 1 of 2 made"
"7048",332,22,22,3,"a free throw 2 of 2 made"
"7049",326,24,22,3,"h 2 made"
"7050",304,24,22,3,"h foul"
"7051",304,23,22,3,"a free throw 1 of 3 made"
"7052",304,22,22,3,"a free throw 2 of 3 made"
"7053",304,21,22,3,"a free throw 3 of 3 made"
"7054",281,21,22,3,"h 3 missed"
"7055",281,21,22,3,"h rebound offensive"
"7056",279,21,22,3,"h foul"
"7057",279,20,22,3,"a free throw 1 of 2 made"
"7058",279,20,22,3,"a free throw 2 of 2 missed"
"7059",279,20,22,3,"h rebound defensive"
"7060",274,20,22,3,"h foul"
"7061",274,20,22,3,"a free throw 1 of 1 missed"
"7062",273,22,22,3,"h 2 made"
"7063",263,22,22,3,"a turnover"
"7064",256,24,22,3,"h 2 made"
"7065",240,24,22,3,"a 3 missed"
"7066",240,24,22,3,"a rebound offensive"
"7067",226,24,22,3,"a 2 missed"
"7068",226,24,22,3,"h rebound defensive"
"7069",207,24,22,3,"h 3 missed"
"7070",207,24,22,3,"a rebound defensive"
"7071",181,24,22,3,"h foul"
"7072",181,23,22,3,"a free throw 1 of 2 made"
"7073",181,22,22,3,"a free throw 2 of 2 made"
"7074",166,24,22,3,"h 2 made"
"7075",166,24,22,3,"h foul"
"7076",166,24,22,3,"a foul"
"7077",166,25,22,3,"h free throw 1 of 1 made"
"7078",163,25,22,3,"h foul"
"7079",163,25,22,3,"h foul"
"7080",163,24,22,3,"a free throw 1 of 3 made"
"7081",163,23,22,3,"a free throw 2 of 3 made"
"7082",163,22,22,3,"a free throw 3 of 3 made"
"7083",106,22,22,3,"h 3 missed"
"7084",106,22,22,3,"a rebound defensive"
"7085",104,22,22,3,"h foul"
"7086",104,22,22,3,"a free throw 1 of 2 missed"
"7087",104,21,22,3,"a free throw 2 of 2 made"
"7088",91,21,22,3,"h 3 missed"
"7089",91,21,22,3,"a rebound defensive"
"7090",85,21,22,3,"a 2 missed"
"7091",85,21,22,3,"h rebound defensive"
"7092",74,21,22,3,"h turnover"
"7093",63,21,22,3,"h foul"
"7094",63,21,22,3,"a free throw 1 of 2 missed"
"7095",63,20,22,3,"a free throw 2 of 2 made"
"7096",52,22,22,3,"h 2 made"
"7097",28,22,22,3,"a 3 missed"
"7098",28,22,22,3,"h rebound defensive"
"7099",3,22,22,3,"h 3 missed"
"7100",3,22,22,3,"h rebound offensive"
"7101",0,22,22,3,"h 2 missed"
"7102",593,22,22,4,"a 3 missed"
"7103",593,22,22,4,"h rebound defensive"
"7104",571,22,22,4,"h turnover"
"7105",548,20,22,4,"a 2 made"
"7106",539,20,22,4,"h 3 missed"
"7107",539,20,22,4,"h rebound offensive"
"7108",525,20,22,4,"h 2 missed"
"7109",525,20,22,4,"a rebound defensive"
"7110",519,20,22,4,"h foul"
